"title"	"movieId"	"popularity"	"avgRating"
"404: Error Not Found (2011)"	154164	1	3
"405 (2000)"	185349	1	3.5
"41 (2012)"	103068	2	3.5
"41 (2013)"	191089	1	0.5
"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)"	78321	126	1.86508
"42 (2013)"	101895	611	3.68249
"42 Grams (2017)"	184123	3	4
"42 Up (1998)"	3077	1244	4.04381
"42nd Street (1933)"	7080	337	3.6276
"44 Inch Chest (2009)"	74818	51	2.88235
"44 Minutes: The North Hollywood Shoot-Out (2003)"	32830	39	2.9359
"44500 Max (2009)"	84551	4	3.125
"45 Years (2015)"	128606	219	3.4726
"45365 (2010)"	165147	5	3.1
"47  Ronin (Shijûshichinin no shikaku) (1994)"	108194	4	3.875
"47 Meters Down (2016)"	161650	96	2.74479
"47 Ronin (2013)"	106491	954	3.04665
"47 Ronin, The (Genroku Chûshingura) (1941)"	25869	29	3.44828
"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)"	3092	149	3.58054
"48 Hrs. (1982)"	5049	4623	3.48994
"48 Shades (2006)"	87403	5	3.1
"48 Weeks Later (2006)"	123563	2	3
"49 Pulses (2017)"	188923	1	4.5
"49 Up (2005)"	50658	479	3.97912
"49th Parallel (1941)"	42681	68	3.36029
"4:44 Last Day on Earth (2011)"	93803	36	2.94444
"4bia (2008)"	144280	14	3.07143
"4Got10 (2015)"	143259	6	2.41667
"4th Floor, The (1999)"	27147	37	3
"4th Man Out (2016)"	153959	67	3.5597
"4th Man, The (Fourth Man, The) (Vierde man, De) (1983)"	26493	80	3.3375
"4th Period Mystery (2009)"	149458	2	1.5
"5 Against the House (1955)"	69444	11	2.63636
"5 Broken Cameras (2011)"	97933	63	3.61905
"5 Card Stud (1968)"	5429	64	3.02344
"5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007)"	64993	825	3.83515
"5 Days of War (2011)"	94998	39	2.52564
"5 Doctors (2016)"	191721	1	3.5
"5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970)"	71426	19	2.71053
"5 Fingers (1952)"	48909	53	3.4434
"5 Flights Up (2014)"	134851	51	3
"5 Headed Shark Attack (2017)"	183163	2	1.75
"5 Souls (2013)"	139305	1	2
"5 to 7 (2014)"	134021	77	3.68831
"5,000 Fingers of Dr. T, The (1953)"	4294	375	3.52667
"50 Children: The Rescue Mission of Mr. And Mrs. Kraus (2013)"	101862	3	3.5
"50 First Dates (2004)"	7293	11113	3.29492
"50 Kilo Albaloo (2016)"	174959	1	2
"50 to 1 (2014)"	132575	7	3.92857
"50 Worst Movies Ever Made, The (2004)"	114604	7	2.57143
"50/50 (2011)"	89864	4886	3.74007
"500 MPH Storm (2013)"	149840	2	1.75
"51 (2011)"	114640	12	1.625
"51 Birch Street (2005)"	58610	19	3.34211
"51 Degrees North (2015)"	161042	6	2.33333
"5150 Elm's Way (2009)"	144284	15	3.26667
"52 Pick-Up (1986)"	2475	665	3.13684
"52 Tuesdays (2014)"	116495	12	3.5
"54 (1998)"	2188	2389	2.80431
"54 Days (2014)"	155569	1	1
"55 Days at Peking (1963)"	38843	48	3.28125
"56 Up (2012)"	97673	194	3.9433
"588 Rue Paradis (Mother) (1992)"	97184	2	4.5
"5ive Days to Midnight (2004)"	174905	6	3.16667
"5ive Girls (2006)"	56026	8	1.6875
"5th Day of Peace (Dio è con noi) (1969)"	71931	5	2.4
"5th Musketeer, The (a.k.a. Fifth Musketeer, The) (1979)"	8769	54	2.99074
"5th Passenger (2018)"	191093	2	1.5
"5th Street (2013)"	187871	1	1
"5up 2down (Getting High) (5 Up 2 Down) (2006)"	106770	1	0.5
"5x2 (2004)"	31956	165	3.31818
"6 Balloons (2018)"	185427	9	2.66667
"6 Below: Miracle on the Mountain (2017)"	179175	19	3.13158
"6 Bullets (2012)"	96496	40	2.9625
"6 Days (2017)"	176829	46	3.15217
"6 Days to Air: The Making of South Park (2011)"	96411	133	3.64662
"6 Desires: DH Lawrence and Sardinia (2014)"	127166	1	0.5
"6 Month Rule (Six Month Rule, The) (2011)"	103162	2	3.75
"6 Souls (Shelter) (2010)"	81140	146	3.08219
"6 Ways to Die (2015)"	143470	4	3.5
"6 Years (2015)"	141950	44	3.34091
"600 Miles (2015)"	148244	15	3.13333
"61* (2001)"	27373	220	3.65455
"616: Paranormal Incident (2013)"	153520	7	1.78571
"633 Squadron (1964)"	6438	47	3.24468
"638 Ways to Kill Castro (2006)"	166484	3	3.16667
"66 kinos (2017)"	180015	1	5
"66 Scenes From America (1982)"	129640	2	3.5
"666: The Beast (2007)"	152095	1	3
"68 Kill (2017)"	176339	8	2.875
"6954 Kilometriä Kotiin (2012)"	104798	2	3.5
"6A"	159257	1	3
"6ixtynin9 (Ruang Talok 69) (1999)"	27316	69	3.32609
"6th Day, The (2000)"	3986	6159	2.98953
"6th Man, The (Sixth Man, The) (1997)"	6425	407	2.77027
"7 años de matrimonio (2013)"	177475	1	1
"7 Below (Seven Below) (2012)"	97055	18	1.86111
"7 Boxes (2012)"	109463	23	3.5
"7 Chinese Brothers (2015)"	142963	11	2.90909
"7 Days (Les 7 jours du talion) (2010)"	81138	29	3.37931
"7 Days in Entebbe (2018)"	185569	34	2.63235
"7 Days in Havana (2012)"	126546	18	3.33333
"7 Days in Hell (2015)"	138204	153	3.25163
"7 Days in September (2002)"	174903	1	3.5
"7 Days of Himawari & Her Puppies (2013)"	166050	2	4
"7 Dollars on the Red (Sette dollari sul rosso) (1966)"	77776	3	2.83333
"7 Dwarves: The Forest Is Not Enough (2006)"	131150	8	2.875
"7 Faces of Dr. Lao (1964)"	42556	82	3.45122
"7 Hours of Violence (1973)"	128482	1	3
"7 Khoon Maaf (2011)"	99061	23	2.5
"7 Kilos in 7 Days (1986)"	134407	1	3.5
"7 Kocalı Hürmüz (2009)"	171375	1	2.5
"7 Men from Now (Seven Men from Now) (1956)"	47601	38	3.60526
"7 Minutes (2014)"	137616	17	3
"7 Minutes (2016)"	174925	1	3
"7 monaci d'oro (1966)"	148578	1	2.5
"7 Nights Of Darkness (2011)"	139014	3	2
"7 Plus Seven (1970)"	50742	306	3.95915
"7 Seconds (2005)"	41736	32	2.73438
"7 Splinters in Time (2018)"	190953	1	1.5
"7 Virgins (7 vírgenes) (2005)"	82671	10	2.9
"7 Wise Dwarfs (1941)"	182085	1	3
"7 Witches (2017)"	177059	1	2
"7 Women (a.k.a. Seven Women) (1966)"	70880	13	3.38462
"7 Years (2006)"	153186	2	2.75
"7 Years (2016)"	167166	5	3.7
"7.2 (2014)"	156724	1	4
"700 Sundays (2014)"	114263	10	3.85
"71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994)"	26850	86	3.5
"711 Ocean Drive (1950)"	105406	4	3.25
"713-й просит посадку (1961)"	147226	1	3
"71: Into The Fire (Pohwasogeuro) (2010)"	85129	31	3.43548
"72 Meters (2004)"	147206	23	3.13043
"72 Tenants of Prosperity (2010)"	148950	2	1.75
"7333 seconds of Johanna (2017)"	188417	1	3.5
"7500 (2014)"	111856	45	2.36667
"77 Minutes (2016)"	175663	2	1.5
"78/52 (2017)"	175151	13	3.26923
"7:19 (2016)"	173931	1	4
"7:35 in the Morning (2003)"	170571	6	3.75
"7aam Arivu (2011)"	158292	5	3.6
"7eventy 5ive (2007)"	116734	2	2.5
"7G Rainbow Colony (2004)"	140559	9	3.5
"7th Cavalry (Seventh Cavalry) (1956)"	106832	3	3.33333
"7th Dawn, The (1964)"	71933	4	3
"7th Floor (2013)"	119672	22	3.22727
"7th Heaven (Seventh Heaven) (1927)"	69771	28	3.33929
"7th Voyage of Sinbad, The (1958)"	3153	1662	3.59747
"8 (2008)"	109874	2	2.5
"8 (2010)"	164031	2	3
"8 (8, the Play) (2012)"	109877	3	1.83333
"8 1/2 (8½) (1963)"	1251	3792	4.02637
"8 Dates (2008)"	175395	2	3.5
"8 Days to Premiere (8 päivää ensi-iltaan) (2008)"	112340	5	1.9
"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun) (1984)"	84796	21	3.57143
"8 First Dates (2012)"	172505	12	3
"8 Heads in a Duffel Bag (1997)"	1503	1379	2.62654
"8 Mile (2002)"	5810	7655	3.28315
"8 Million Ways to Die (1986)"	41753	46	3.03261
"8 Minutes Idle (2014)"	130378	1	2
"8 Murders a Day (2011)"	188925	1	5
"8 New Dates (2015)"	172091	17	2.61765
"8 Seconds (1994)"	408	713	3.23072
"8 Women (2002)"	5613	992	3.438
"8 X 10 Tasveer (2009)"	153965	4	1.625
"8 ½ $ (1999)"	183331	2	3.25
"8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)"	3626	298	2.84396
"8-Ball (8-pallo) (2013)"	113099	16	3.3125
"80 Milionów (2011)"	150864	4	2.875
"80 Minutes (2008)"	158665	1	2
"800 Bullets (800 Balas) (2002)"	32392	84	3.10119
"808 (2015)"	188419	4	3.875
"8213: Gacy House (2010)"	159622	8	1.5
"84 Charing Cross Road (1987)"	5404	545	3.7945
"84 Charlie Mopic (1989)"	140665	2	3.5
"88 (2015)"	136936	12	2.29167
"88 Minutes (2008)"	53207	907	2.92117
"8: The Mormon Proposition (2010)"	79430	31	3.45161
"8:28 am (8 Uhr 28) (2010)"	87065	3	3
"8:46 (2011)"	102297	1	4
"8MM (1999)"	2505	4758	2.97856
"8MM 2 (2005)"	43260	14	2.60714
"8th Wonderland (2008)"	80183	6	3
"9 (2005)"	115881	304	3.50822
"9 (2009)"	71057	3331	3.46443
"9 1/2 Weeks (Nine 1/2 Weeks) (1986)"	3707	1988	3.00402
"9 Dalmuir West (1962)"	170429	1	5
"9 Month Stretch (9 mois ferme) (2013)"	106727	31	3.22581
"9 Songs (2004)"	33585	384	2.88411
"9 Souls (Nain souruzu) (2003)"	33426	6	3.75
"9 Star Hotel (Malon 9 Kochavim) (2007)"	58641	3	3.16667
"9-Man (2014)"	148729	1	3.5
"9.79* (2012)"	139104	5	4.4
"9/11 (2002)"	44943	195	3.47692
"9/11 (2017)"	177227	3	2.33333
"9/11: Explosive Evidence: Experts Speak Out (2012)"	183023	1	5
"9/11: The Falling Man (2006)"	144956	7	3.42857
"90 Minutes (90 minutter) (2012)"	103806	8	3.4375
"90 Minutes in Heaven (2015)"	151641	8	2.6875
"90° South (1933)"	184627	1	2.5
"911 in Plane Site (2004)"	100902	8	2.9375
"911 Nightmare (2016)"	173149	3	3.33333
"911: The Road to Tyranny (2002)"	183857	1	5
"92 in the Shade (1975)"	110175	1	4
"95 Miles to Go (2006)"	161950	1	3.5
"95ers: Time Runners (2013)"	136930	4	1.375
"96 Minutes (2011) "	94494	27	2.85185
"964 Pinocchio (1991)"	140852	9	3.05556
"97 Percent True (2008)"	98337	1	4
"97% Owned (2012)"	189393	1	5
"976-EVIL (1989)"	5546	181	2.01934
"976-EVIL II (1992)"	99327	11	1.95455
"977 (2006)"	173537	2	3
"984: Prisoner of the Future (1982)"	154094	1	1.5
"99 (2009)"	153961	1	4.5
"99 and 44/100% Dead (1974)"	91423	7	2.85714
"99 francs (2007)"	59026	451	3.7184
"99 Homes (2014)"	127178	161	3.58696
"99 River Street (1953)"	72161	15	3.4
"9th Company (2005)"	48825	181	3.24586
"9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008)"	69953	29	3.48276
"A (1998)"	172395	2	4
"A 2nd Chance (2013)"	156688	5	3.3
"A Bad Idea Gone Wrong (2017)"	181135	5	2.9
"A Bad Moms Christmas (2017)"	179953	84	2.6131
"A Bag of Marbles (2017)"	174901	10	3.65
"A Bagful of Fleas (1962)"	181071	1	4
"A Barefoot Dream (2010)"	157629	4	3.625
"A Beautiful Demon: Kazuo Koike on Lady Snowblood (2016)"	191197	1	3
"A Beautiful Planet (2016)"	161181	2	4.25
"A Beautiful Star (2017)"	185023	1	3
"A Bee in the Rain (1972)"	171861	2	1.75
"A Beginner's Guide to Snuff (2016)"	170963	2	3.25
"A Bela e o Paparazzo (2010)"	172377	1	4
"A Bell From Hell (1973)"	173699	2	2.75
"A Better Tomorrow (2018)"	184041	1	2
"A Billion Lives (2016)"	172075	2	2.75
"A Bit of Bad Luck (2014)"	155894	1	1.5
"A Black Ribbon for Deborah (1974)"	129661	1	2
"A Black Rose Is an Emblem of Sorrow, a Red Rose an Emblem of Love (1989)"	176185	5	4
"A Black Veil for Lisa (1968)"	129384	1	2
"A Blade in the Dark (1983)"	125896	11	2.40909
"A Blank on the Map (1971)"	129478	1	5
"A Body to Die For: The Aaron Henry Story (1994)"	157542	1	4
"A Boring Story (1983)"	178057	1	5
"A Borrowed Life (1994)"	174949	3	4.16667
"A Bottle in the Gaza Sea (2012)"	140148	10	3.6
"A Boy and His Samurai (2010)"	124577	3	3.5
"A Boy Called Po (2016)"	177401	1	4
"A Boy from Calabria (1987)"	146786	1	4
"A Boyfriend for Christmas (2004)"	179603	1	4.5
"A Boyfriend for My Wife (2008)"	157222	6	3.75
"A Brand New Life (2009)"	164528	6	3.58333
"A Brave Heart: The Lizzie Velasquez Story (2015)"	149534	5	3.6
"A Bride for Christmas (2012)"	158940	5	3
"A Bride for Rip Van Winkle (2016)"	164643	11	4.09091
"A Brief Season (1969)"	146204	1	0.5
"A Bright Shining Lie (1998)"	130328	5	2.4
"A Brilliant Madness (2002)"	167102	1	3
"A Bucket of Blood (1995)"	106387	3	2.33333
"A Buddha (2005)"	133539	2	3.75
"A Bullet for a Stranger (1971)"	145434	2	2.75
"A Bullet for Pretty Boy (1970)"	170559	1	2.5
"A Bullet for Sandoval (1969)"	161210	2	3.25
"A Bunny's Tale (1985)"	141882	2	3.75
"A Busy Day (1914)"	181975	1	2.5
"A Carne é Fraca (2004)"	178909	1	3.5
"A Castle in Italy (2013)"	138434	3	2.16667
"A Castle Within a Castle (1955)"	183689	1	3
"A Chairy Tale (1957)"	118944	4	3.25
"A Change of Place (1994)"	179537	1	4.5
"A Change of Seasons (1980)"	156740	1	2.5
"A Chinese Ghost Story (2011)"	144986	6	2.83333
"A Chinese Ghost Story III (1991)"	148630	6	3.25
"A Chinese in a Coma (2000)"	120905	3	3.16667
"A Chinese Odyssey Part One: Pandora's Box (1995)"	192365	2	3.75
"A Christmas Carol (2015)"	182811	2	3
"A Christmas Detour (2015)"	149368	18	2.75
"A Christmas Eve Miracle (2015)"	167454	1	3
"A Christmas Horror Story (2015)"	142925	63	3.02381
"A Christmas Kiss (2011)"	128478	29	3.2931
"A Christmas Kiss II (2014)"	149514	4	3.75
"A Christmas Melody (2015)"	149400	6	3
"A Christmas Prince (2017)"	180737	51	2.7451
"A Christmas Romance (1994)"	166046	1	4.5
"A Christmas Story Live! (2017)"	182727	14	2.67857
"A Christmas Visitor (2002)"	185163	1	3
"A Christmas Wedding Tail (2011)"	166147	1	1.5
"A Christmas Wish (2011)"	168010	2	3
"A Ciambra (2017)"	178855	6	3.25
"A Cinderella Christmas (2016)"	167984	8	3
"A Cinderella Story: If the Shoe Fits (2016)"	164869	19	3.15789
"A Cinderella Story: Once Upon a Song (2011)"	118496	125	3.26
"A City of Sadness (1989)"	70649	22	3.90909
"A Colbert Christmas: The Greatest Gift of All! (2008)"	147026	9	3.66667
"A Colour Box (1935)"	182539	4	1.875
"A Coming-Out Party (1961)"	103380	1	3
"A Company Man (2012)"	132979	29	3.01724
"A Connecticut Yankee in King Arthur's Court (1949)"	180343	1	3
"A Connecticut Yankee in King Arthur's Court (1989)"	117486	4	2.5
"A Conspiracy of Faith (2016)"	162418	41	3.56098
"A Cookie Cutter Christmas (2014)"	149578	3	4.5
"A Corner in Wheat (1909)"	174215	2	2.5
"A Cosmic Christmas (1977)"	149330	1	2.5
"A Country Called Home (2015)"	164507	5	2.4
"A Country Wedding (2015)"	158904	8	3.6875
"A Cowboy Needs A Horse (1956)"	181795	1	2.5
"A Crack in the Floor (2000)"	139259	4	1.375
"A Crush on You (2011)"	164675	2	2.75
"A Cry in the Wild (1990)"	121141	5	3.2
"A Cry in the Wilderness (1974)"	157250	1	3.5
"A Cure for Wellness (2017)"	167640	394	3.19289
"A Curtain Raiser (2006)"	175453	3	3.33333
"A dagger through the heart (2015)"	147994	5	2.8
"A Dandy in Aspic (1968)"	147030	3	2.66667
"A Dangerous Game (2014)"	146417	2	3.5
"A Dangerous Man: Lawrence After Arabia (1992)"	166611	2	4
"A Dangerous Son (2018)"	189167	3	3.66667
"A Dark Song (2017)"	171439	74	3.01351
"A Dash of Love (2017)"	179587	2	4
"A Date for Mad Mary (2016)"	170197	5	3.4
"A Date with the Falcon (1942)"	142648	1	3
"A Daughter Of Destiny (1928)"	143835	3	3
"A Daughter's Nightmare (2014)"	137016	1	5
"A Day (2017)"	186393	3	3.33333
"A Day at the Beach (1972)"	170145	1	3.5
"A Day in Court (1953)"	135314	1	3.5
"A Day in the Death of Joe Egg (1972)"	161708	1	1
"A Deadly Adoption (2015)"	135508	26	2.34615
"A Deadly Obsession (2012)"	183365	1	3
"A Death in the Gunj (2016)"	176061	2	4.25
"A December Bride (2016)"	168042	8	3.375
"A Decent Man (2016)"	168886	3	3.83333
"A Detective Story (2003)"	172875	43	3.4186
"A Different Kind of Christmas (1996)"	182709	1	3
"A Difficult Life (1961)"	136086	5	4.4
"A Diva's Christmas Carol (2000)"	141884	8	2.25
"A Diving Bomber Chronicle (1967)"	191181	1	3.5
"A Dog and Pony Show (2018)"	192453	2	0.5
"A Dog of Flanders (1999)"	2831	100	2.8
"A Dog's Breakfast (2007)"	54248	30	3.18333
"A Dog's Purpose (2017)"	167380	263	3.64639
"A Dogwalker's Christmas Tale (2015)"	179561	2	3.75
"A Dollar Between the Teeth (1967)"	143295	2	3
"A Dot and a Line (2004)"	191949	1	3
"A Dragon Arrives! (2016)"	160124	11	2.77273
"A Dream of Kings (1969)"	131186	1	2.5
"A Dream of Passion (1978)"	191903	1	3
"A Dream Walking (1934)"	178911	1	3
"A Driver for Vera (2004)"	134101	31	3.12903
"A Drummer's Dream (2010)"	157310	4	3.875
"A Esperança é a Última Que Morre (2015)"	170519	1	3
"A Family Affair (1937)"	104264	1	3
"A Family Man (2017)"	172807	28	3.42857
"A Family Portrait (2009)"	179693	1	3.5
"A Family Thanksgiving (2010)"	190243	1	3
"A Fantastic Woman (2017)"	169220	50	3.51
"A Fare to Remember"	149080	1	3.5
"A Faster Horse (2015)"	152381	7	3.5
"A Fat Wreck (2016)"	183845	3	2.33333
"A Few Cubic Meters of Love (2014)"	184595	1	3.5
"A Few Hours Of Spring (2012)"	178497	1	3
"A Few Less Men (2016)"	171589	2	2.25
"A Field Full of Secrets (2014)"	160642	1	2.5
"A Fierce Green Fire (2013)"	134581	3	3
"A Fight For (2014)"	130296	2	3.5
"A Fighter's Blues (2000)"	148948	2	1.25
"A Fighting Man (2014)"	133235	5	3.3
"A Film Like Any Other (1968)"	182363	1	2.5
"A Fine Day (2001)"	188921	1	3
"A Fish in the Bathtub (1999)"	133900	1	4
"A Flat for Three (2012)"	120917	1	4.5
"A Flintstones Christmas Carol (1994)"	126088	22	2.54545
"A Florida Enchantment (1914)"	184019	1	2.5
"A Flying Jatt (2016)"	170459	1	3.5
"A Flying Ship (1979)"	134621	31	3.32258
"A Follower for Emily (1974)"	119086	1	3.5
"À fond (2016)"	167806	6	3.58333
"A Fool (2015)"	166153	3	4
"A for Andromeda (2006)"	188637	1	1
"A Foreign Affair (2003)"	7370	18	3.13889
"A Fox's Tale (2008)"	183415	1	0.5
"A Fractured Leghorn (1950)"	187343	1	3
"A Free Woman (1972)"	178887	1	3
"A French Lesson (1978)"	188039	1	3.5
"A Frozen Flower (2008)"	135759	18	3.72222
"A Fugitive from the Past (1965)"	129476	5	2.9
"A Fuller Life (2013)"	167020	1	3
"A Funny Shave (1906)"	189849	1	2.5
"A Futile & Stupid Gesture (2018)"	183909	68	3.27206
"A Game with Stones (1965)"	187385	3	3.5
"A Garibaldian in the Convent (1942)"	149634	1	0.5
"A Gathering of Cats (2007)"	168716	7	3.5
"A Gathering of Eagles (1963)"	83357	1	3
"A Genius Leaves the Hood - The Unauthorized Story of Jay Z (2014)"	175725	1	3.5
"A Gentle Creature (2017)"	184855	4	4.375
"A Gentle Spirit (1987)"	151191	2	3.75
"A Gentleman (2017)"	186785	1	4
"A German Life (2016)"	175707	1	3
"A Ghost in Monte Carlo (1990)"	165741	4	3.375
"A Ghost Story (2017)"	168610	252	3.56548
"A Gift Horse (2015)"	186119	1	3.5
"A Gift of Miracles (2015)"	134360	2	4
"A Gift with a Character (2014)"	172085	10	2
"A Gift Wrapped Christmas (2015)"	151791	3	4
"A Girl and Her Gun (2015)"	179365	1	3
"A Girl at My Door (2014)"	146928	12	3.20833
"A Girl Called Jules (1970)"	139185	1	5
"A Girl in Australia (1971)"	136070	3	3.33333
"A Girl in Black (1956)"	181423	1	3.5
"A Girl in the River: The Price of Forgiveness (2015)"	154278	8	3.5625
"A Girl Like Her (2015)"	132547	25	3.64
"A Girl Like Me: The Gwen Araujo Story (2006)"	186469	1	4.5
"A Girl of the Limberlost (1990)"	191209	1	5
"A Glimpse of Hell (2001)"	142650	1	3
"A Golden Boy (2014)"	146864	1	2
"A Good American (2014)"	156684	8	3.1875
"A Good Man (2009)"	71348	3	4
"A Good Man (2014)"	144286	14	2.57143
"A Good Marriage (2014)"	116853	29	2.53448
"A Good Rain Knows (2009)"	178805	2	2.75
"A Good Time for a Dime (1941)"	182003	2	3
"A Good Wife (2017)"	169210	3	4.16667
"A Gorgeous Girl Like Me (1972)"	118390	5	3.3
"A Grain of Truth (2015)"	127451	6	3.5
"A Grand Night In: The Story of Aardman (2015)"	167252	5	3.4
"A Grande Família: O Filme (2007)"	173747	2	3
"A Gray State"	174447	9	3.33333
"A Great Wall (1986)"	159073	6	3.5
"A Green Journey (1990)"	123633	1	0.5
"A Grim Becoming"	184607	1	0.5
"A Groom from the Right Society (1958)"	188247	2	2.75
"A Guidebook to Killing Your Ex (2016)"	191069	1	3.5
"A Gun for Jennifer (1997)"	129295	2	4.25
"A Gun for One Hundred Graves (1968)"	133099	1	2.5
"A Gun in Each Hand (2012)"	126799	8	3.375
"A Gunfight (1971)"	129725	1	2.5
"A Hand Shake (1892)"	148705	3	0.666667
"A Hard Day (2014)"	134204	63	3.63492
"A Harlot's Progress (2006)"	184467	1	3
"A Haunting in Cawdor (2015)"	189067	2	2.5
"A Hazard of Hearts (1987)"	165739	3	2.83333
"A Heartbeat Away (2011)"	172375	1	3.5
"A Heartland Christmas (2010)"	164837	3	4.16667
"A Heavenly Christmas (2016)"	184953	1	4
"A Hen in the Wind (1948)"	152647	3	3.83333
"A Hero of Our Times (1955)"	136164	2	2.75
"A Hill in Korea (1956)"	141273	1	3
"A History of Horror with Mark Gatiss (2010)"	176011	1	3.5
"A Hole in the Head (1998)"	155040	1	3.5
"A Holiday Heist (2011)"	165745	1	5
"A Hologram for the King (2015)"	158260	183	3.11202
"A Home at the End of the World (2004)"	8667	328	3.46646
"A Horrible Woman (2017)"	181275	4	2.875
"A Horse for Danny (1995)"	140385	2	4.25
"A Horse for Summer (2015)"	143007	4	3.125
"A Horse Tail (2015)"	179515	2	2.75
"A Hound for Trouble (1951)"	173949	2	4.5
"A House In The Hills (1993)"	132120	1	3.5
"A House of Secrets: Exploring 'Dragonwyck' (2008)"	131110	1	3
"A Humble Life (1997)"	153148	2	3.5
"A Hunting Accident (1978)"	175497	4	4.125
"A Husband of Round Trip (1957)"	118864	1	3.5
"A Hustler's Diary (2017)"	191757	1	3.5
"A Hyena in the Bank Vault (1968)"	126765	1	3.5
"A Is for Autism (1992)"	140557	4	2.5
"A Japanese Tragedy (1953)"	125611	1	3
"A Job to Kill For (2006)"	137052	1	5
"A Journey into Bliss (2004)"	150844	2	2.5
"A Journey Through Fairyland (1985)"	154822	2	3
"A Journey to the Fumigated Towns (2018)"	186813	1	1.5
"A Justified Life: Sam Peckinpah and the High Country (2006)"	118294	1	2.5
"A Key to the Bedroom (2003)"	141828	3	2.5
"A Kid (2016)"	177217	1	4
"A Kid in Aladdin's Palace (1998)"	148767	1	2.5
"A Kid Like Jake (2018)"	187579	8	3.125
"A Killer Among Friends (1992)"	137044	2	4
"A Killer Among Us (2012)"	140222	1	3
"A Killing in a Small Town (1990)"	123445	1	5
"A Kind of America 2 (2008)"	117352	1	5
"A Kind of Murder (2016)"	166544	29	2.39655
"A Kiss at Midnight (2008)"	165309	1	4
"A Knight for a Day (1946)"	182051	1	3
"A Knight in Camelot (1998)"	159725	12	2.45833
"À l'aventure (2008)"	91191	14	2.85714
"A la legión le gustan las mujeres... y a las mujeres, les gusta la legión (1976)"	135917	1	2.5
"A la mala (2015)"	172365	7	2.42857
"A LEGO Brickumentary (2015)"	140773	23	3.52174
"A Lesson Before Dying (1999)"	123645	3	2.5
"A Lesson in Romance (2014)"	158920	1	3.5
"A Letter for Evie (1946)"	171987	2	4.25
"A Letter to Uncle Boonmee (2009)"	160398	6	3.25
"A Life Among Whales (2005)"	157983	1	3.5
"A Life for a Life (1916)"	163042	2	3
"A Life in Dirty Movies (2013)"	121239	8	3.4375
"A Light Beneath Their Feet (2016)"	165333	4	2.875
"A Line Across the Sky (2015)"	181121	1	2
"A Little Bit Zombie (2012)"	141984	6	2.08333
"A Little Chaos (2014)"	130988	78	3.46795
"A Little Game (2014)"	158777	1	2.5
"A Little Night Music (2002)"	158593	2	3.75
"A Little Princess (1986)"	174235	1	2.5
"A Little Sun in Cold Water (1971)"	158204	1	2.5
"A Little Thing Called Love (2010)"	141958	4	4
"A Long and Happy Life (1966)"	175343	2	3.75
"A Long and Happy Life (2013)"	172167	3	2.5
